timestamp,src_ip,dst_ip,dst_port,protocol,bytes,latency_ms
2026-03-06 19:32:03.977787256,192.168.1.157,3.219.86.3,443,HTTPS,54,
2026-03-06 19:32:05.202087402,192.168.1.157,162.159.134.234,443,HTTPS,172,
2026-03-06 19:32:05.225826502,162.159.134.234,192.168.1.157,53721,HTTPS,60,
2026-03-06 19:32:05.319605112,162.159.134.234,192.168.1.157,53721,HTTPS,88,
2026-03-06 19:32:05.362018824,192.168.1.157,162.159.134.234,443,HTTPS,54,
2026-03-06 19:32:06.965604782,192.168.1.157,192.168.1.131,8009,OTHER,171,
2026-03-06 19:32:06.991883039,192.168.1.131,192.168.1.157,51176,OTHER,171,
2026-03-06 19:32:07.034877539,192.168.1.157,192.168.1.131,8009,OTHER,54,
2026-03-06 19:32:08.176994324,192.168.1.157,162.159.135.233,443,HTTPS,314,
2026-03-06 19:32:08.177065372,192.168.1.157,162.159.135.233,443,HTTPS,93,
2026-03-06 19:32:08.177109241,192.168.1.157,162.159.135.233,443,HTTPS,1188,
2026-03-06 19:32:08.188188076,162.159.135.233,192.168.1.157,60045,HTTPS,60,
2026-03-06 19:32:08.192060709,162.159.135.233,192.168.1.157,60045,HTTPS,60,
2026-03-06 19:32:08.192388535,162.159.135.233,192.168.1.157,60045,HTTPS,93,
2026-03-06 19:32:08.232564688,192.168.1.157,162.159.135.233,443,HTTPS,54,
2026-03-06 19:32:08.238799810,162.159.135.233,192.168.1.157,60045,HTTPS,60,
2026-03-06 19:32:08.298171282,162.159.135.233,192.168.1.157,60045,HTTPS,327,
2026-03-06 19:32:08.339888573,192.168.1.157,162.159.135.233,443,HTTPS,54,
2026-03-06 19:32:09.496369600,192.168.1.157,13.89.179.8,443,HTTPS,55,
2026-03-06 19:32:09.617095709,13.89.179.8,192.168.1.157,51158,HTTPS,66,
2026-03-06 19:32:11.992634773,192.168.1.157,192.168.1.131,8009,OTHER,171,
2026-03-06 19:32:11.999481201,192.168.1.131,192.168.1.157,51176,OTHER,171,
2026-03-06 19:32:12.040038109,192.168.1.157,192.168.1.131,8009,OTHER,54,
2026-03-06 19:32:12.216484785,140.82.114.25,192.168.1.157,57460,HTTPS,80,
2026-03-06 19:32:12.216704607,192.168.1.157,140.82.114.25,443,HTTPS,84,
2026-03-06 19:32:12.333547115,140.82.114.25,192.168.1.157,57460,HTTPS,60,
2026-03-06 19:32:16.711292744,20.111.1.3,192.168.1.157,55648,HTTPS,54,
2026-03-06 19:32:17.001144886,192.168.1.157,192.168.1.131,8009,OTHER,171,
2026-03-06 19:32:17.034463406,192.168.1.131,192.168.1.157,51176,OTHER,171,
2026-03-06 19:32:17.076196909,192.168.1.157,192.168.1.131,8009,OTHER,54,
2026-03-06 19:32:17.288977146,192.168.1.131,239.255.255.250,1900,OTHER,158,
2026-03-06 19:32:17.392734766,192.168.1.131,239.255.255.250,1900,OTHER,158,
2026-03-06 19:32:17.496024609,192.168.1.131,255.255.255.255,9999,OTHER,100,
2026-03-06 19:32:22.035593271,192.168.1.157,192.168.1.131,8009,OTHER,171,
2026-03-06 19:32:22.041585445,192.168.1.131,192.168.1.157,51176,OTHER,171,
2026-03-06 19:32:22.083264589,192.168.1.157,192.168.1.131,8009,OTHER,54,
2026-03-06 19:32:24.408928394,192.168.1.157,20.111.1.3,443,HTTPS,66,0.0
2026-03-06 19:32:24.437499523,20.111.1.3,192.168.1.157,54600,HTTPS,66,28.571128845214844
2026-03-06 19:32:24.437668800,192.168.1.157,20.111.1.3,443,HTTPS,54,
2026-03-06 19:32:24.439090014,192.168.1.157,20.111.1.3,443,HTTPS,1985,
2026-03-06 19:32:24.471996307,20.111.1.3,192.168.1.157,54600,HTTPS,54,
2026-03-06 19:32:24.477600098,20.111.1.3,192.168.1.157,54600,HTTPS,153,
2026-03-06 19:32:24.480092525,192.168.1.157,20.111.1.3,443,HTTPS,831,
2026-03-06 19:32:24.513955593,20.111.1.3,192.168.1.157,54600,HTTPS,4410,
2026-03-06 19:32:24.514085293,192.168.1.157,20.111.1.3,443,HTTPS,54,
2026-03-06 19:32:24.514394522,20.111.1.3,192.168.1.157,54600,HTTPS,1506,
2026-03-06 19:32:24.514492034,192.168.1.157,20.111.1.3,443,HTTPS,54,
2026-03-06 19:32:24.514926195,20.111.1.3,192.168.1.157,54600,HTTPS,317,
2026-03-06 19:32:24.516921042,192.168.1.157,20.111.1.3,443,HTTPS,128,
2026-03-06 19:32:24.517342567,192.168.1.157,20.111.1.3,443,HTTPS,888,
2026-03-06 19:32:24.558009386,20.111.1.3,192.168.1.157,54600,HTTPS,157,
2026-03-06 19:32:24.559187651,20.111.1.3,192.168.1.157,54600,HTTPS,54,
2026-03-06 19:32:24.588812113,20.111.1.3,192.168.1.157,54600,HTTPS,451,
2026-03-06 19:32:24.588883400,192.168.1.157,20.111.1.3,443,HTTPS,54,
2026-03-06 19:32:24.865926504,192.168.1.131,224.0.0.251,5353,OTHER,123,
2026-03-06 19:32:25.149408579,162.159.134.234,192.168.1.157,53721,HTTPS,100,
2026-03-06 19:32:25.191278458,192.168.1.157,162.159.134.234,443,HTTPS,54,
2026-03-06 19:32:25.461928368,192.168.1.157,13.89.178.26,443,HTTPS,66,0.0
2026-03-06 19:32:25.580494642,13.89.178.26,192.168.1.157,54601,HTTPS,66,118.56627464294434
2026-03-06 19:32:25.580565691,192.168.1.157,13.89.178.26,443,HTTPS,54,
2026-03-06 19:32:25.580886126,192.168.1.157,13.89.178.26,443,HTTPS,571,
2026-03-06 19:32:25.699667692,13.89.178.26,192.168.1.157,54601,HTTPS,153,
2026-03-06 19:32:25.702784300,192.168.1.157,13.89.178.26,443,HTTPS,491,
2026-03-06 19:32:25.820614338,13.89.178.26,192.168.1.157,54601,HTTPS,4410,
2026-03-06 19:32:25.820793152,192.168.1.157,13.89.178.26,443,HTTPS,54,
2026-03-06 19:32:25.825392008,13.89.178.26,192.168.1.157,54601,HTTPS,189,
2026-03-06 19:32:25.825484991,192.168.1.157,13.89.178.26,443,HTTPS,54,
2026-03-06 19:32:25.829092741,192.168.1.157,13.89.178.26,443,HTTPS,2202,
2026-03-06 19:32:25.942858696,13.89.178.26,192.168.1.157,54601,HTTPS,54,
2026-03-06 19:32:25.966929197,13.89.178.26,192.168.1.157,54601,HTTPS,157,
2026-03-06 19:32:25.984867811,13.89.178.26,192.168.1.157,54601,HTTPS,518,
2026-03-06 19:32:25.984930038,192.168.1.157,13.89.178.26,443,HTTPS,54,
2026-03-06 19:32:25.985354900,192.168.1.157,13.89.178.26,443,HTTPS,78,
2026-03-06 19:32:25.985447884,192.168.1.157,13.89.178.26,443,HTTPS,54,
2026-03-06 19:32:26.100570202,13.89.178.26,192.168.1.157,54601,HTTPS,54,
2026-03-06 19:32:26.703237295,192.168.1.157,13.89.178.26,443,HTTPS,66,0.0
2026-03-06 19:32:26.818986654,13.89.178.26,192.168.1.157,54602,HTTPS,66,115.74935913085938
2026-03-06 19:32:26.819056511,192.168.1.157,13.89.178.26,443,HTTPS,54,
2026-03-06 19:32:26.819729805,192.168.1.157,13.89.178.26,443,HTTPS,1891,
2026-03-06 19:32:26.937293530,13.89.178.26,192.168.1.157,54602,HTTPS,54,
2026-03-06 19:32:26.937779427,13.89.178.26,192.168.1.157,54602,HTTPS,153,
2026-03-06 19:32:26.938764095,192.168.1.157,13.89.178.26,443,HTTPS,737,
2026-03-06 19:32:27.042725086,192.168.1.157,192.168.1.131,8009,OTHER,171,
2026-03-06 19:32:27.048381567,192.168.1.131,192.168.1.157,51176,OTHER,171,
2026-03-06 19:32:27.060220718,13.89.178.26,192.168.1.157,54602,HTTPS,4410,
2026-03-06 19:32:27.060289383,192.168.1.157,13.89.178.26,443,HTTPS,54,
2026-03-06 19:32:27.061376810,13.89.178.26,192.168.1.157,54602,HTTPS,1506,
2026-03-06 19:32:27.061376810,13.89.178.26,192.168.1.157,54602,HTTPS,612,
2026-03-06 19:32:27.061406374,192.168.1.157,13.89.178.26,443,HTTPS,54,
2026-03-06 19:32:27.062562466,192.168.1.157,13.89.178.26,443,HTTPS,128,
2026-03-06 19:32:27.062692403,192.168.1.157,13.89.178.26,443,HTTPS,146,
2026-03-06 19:32:27.063007593,192.168.1.157,13.89.178.26,443,HTTPS,544,
2026-03-06 19:32:27.063045979,192.168.1.157,13.89.178.26,443,HTTPS,1213,
2026-03-06 19:32:27.088555574,192.168.1.157,192.168.1.131,8009,OTHER,54,
2026-03-06 19:32:27.177859068,13.89.178.26,192.168.1.157,54602,HTTPS,54,
2026-03-06 19:32:27.182676315,13.89.178.26,192.168.1.157,54602,HTTPS,157,
2026-03-06 19:32:27.182676315,13.89.178.26,192.168.1.157,54602,HTTPS,116,
2026-03-06 19:32:27.182676315,13.89.178.26,192.168.1.157,54602,HTTPS,85,
2026-03-06 19:32:27.182745218,192.168.1.157,13.89.178.26,443,HTTPS,54,
2026-03-06 19:32:27.182988405,192.168.1.157,13.89.178.26,443,HTTPS,85,
2026-03-06 19:32:27.192480564,13.89.178.26,192.168.1.157,54602,HTTPS,54,
2026-03-06 19:32:27.297123671,13.89.178.26,192.168.1.157,54602,HTTPS,335,
2026-03-06 19:32:27.337781429,192.168.1.157,13.89.178.26,443,HTTPS,54,
2026-03-06 19:32:27.345500708,13.89.178.26,192.168.1.157,54602,HTTPS,54,
2026-03-06 19:32:32.050653219,192.168.1.157,192.168.1.131,8009,OTHER,171,
2026-03-06 19:32:32.055247068,192.168.1.131,192.168.1.157,51176,OTHER,171,
2026-03-06 19:32:32.095553637,192.168.1.157,192.168.1.131,8009,OTHER,54,
2026-03-06 19:32:32.451733112,192.168.1.157,52.57.176.248,443,HTTPS,66,0.0
2026-03-06 19:32:32.501326799,52.57.176.248,192.168.1.157,50628,HTTPS,66,49.59368705749512
2026-03-06 19:32:32.501399994,192.168.1.157,52.57.176.248,443,HTTPS,54,
2026-03-06 19:32:32.502057076,192.168.1.157,52.57.176.248,443,HTTPS,1849,
2026-03-06 19:32:32.552298546,52.57.176.248,192.168.1.157,50628,HTTPS,54,
2026-03-06 19:32:32.552607536,52.57.176.248,192.168.1.157,50628,HTTPS,181,
2026-03-06 19:32:32.552607536,52.57.176.248,192.168.1.157,50628,HTTPS,60,
2026-03-06 19:32:32.552680016,192.168.1.157,52.57.176.248,443,HTTPS,54,
2026-03-06 19:32:32.552965164,52.57.176.248,192.168.1.157,50628,HTTPS,86,
2026-03-06 19:32:32.554693460,52.57.176.248,192.168.1.157,50628,HTTPS,2958,
2026-03-06 19:32:32.554719925,192.168.1.157,52.57.176.248,443,HTTPS,54,
2026-03-06 19:32:32.560729980,52.57.176.248,192.168.1.157,50628,HTTPS,1506,
2026-03-06 19:32:32.560729980,52.57.176.248,192.168.1.157,50628,HTTPS,1506,
2026-03-06 19:32:32.560769796,192.168.1.157,52.57.176.248,443,HTTPS,54,
2026-03-06 19:32:32.562340021,52.57.176.248,192.168.1.157,50628,HTTPS,263,
2026-03-06 19:32:32.562340021,52.57.176.248,192.168.1.157,50628,HTTPS,340,
2026-03-06 19:32:32.562340021,52.57.176.248,192.168.1.157,50628,HTTPS,112,
2026-03-06 19:32:32.562372208,192.168.1.157,52.57.176.248,443,HTTPS,54,
2026-03-06 19:32:32.562664986,192.168.1.157,52.57.176.248,443,HTTPS,118,
2026-03-06 19:32:32.562792301,192.168.1.157,52.57.176.248,443,HTTPS,1576,
2026-03-06 19:32:32.603866816,52.57.176.248,192.168.1.157,50628,HTTPS,54,
2026-03-06 19:32:32.605386972,52.57.176.248,192.168.1.157,50628,HTTPS,54,
2026-03-06 19:32:32.616161346,52.57.176.248,192.168.1.157,50628,HTTPS,517,
2026-03-06 19:32:32.658053875,192.168.1.157,52.57.176.248,443,HTTPS,54,
2026-03-06 19:32:37.056330442,192.168.1.157,192.168.1.131,8009,OTHER,171,
2026-03-06 19:32:37.065199852,192.168.1.131,192.168.1.157,51176,OTHER,171,
2026-03-06 19:32:37.106175423,192.168.1.157,192.168.1.131,8009,OTHER,54,
2026-03-06 19:32:40.328955412,192.168.1.131,255.255.255.255,56700,OTHER,78,
2026-03-06 19:32:42.068677425,192.168.1.157,192.168.1.131,8009,OTHER,171,
2026-03-06 19:32:42.091395855,192.168.1.131,192.168.1.157,51176,OTHER,171,
2026-03-06 19:32:42.133779049,192.168.1.157,192.168.1.131,8009,OTHER,54,
2026-03-06 19:32:42.480375767,192.168.1.131,255.255.255.255,9999,OTHER,100,
2026-03-06 19:32:45.616981030,13.89.179.8,192.168.1.157,51158,HTTPS,54,
2026-03-06 19:32:46.455497980,192.168.1.157,162.159.134.234,443,HTTPS,172,
2026-03-06 19:32:46.466154099,162.159.134.234,192.168.1.157,53721,HTTPS,60,
2026-03-06 19:32:46.563483715,162.159.134.234,192.168.1.157,53721,HTTPS,88,
2026-03-06 19:32:46.605355978,192.168.1.157,162.159.134.234,443,HTTPS,54,
2026-03-06 19:32:46.769891262,192.168.1.157,20.50.73.10,443,HTTPS,55,
2026-03-06 19:32:46.814009905,20.50.73.10,192.168.1.157,60810,HTTPS,66,
2026-03-06 19:32:47.093717337,192.168.1.157,192.168.1.131,8009,OTHER,171,
2026-03-06 19:32:47.100924015,192.168.1.131,192.168.1.157,51176,OTHER,171,
2026-03-06 19:32:47.143183470,192.168.1.157,192.168.1.131,8009,OTHER,54,
2026-03-06 19:32:48.431593895,192.168.1.157,224.0.0.251,5353,OTHER,127,
2026-03-06 19:32:48.525613785,192.168.1.131,224.0.0.251,5353,OTHER,194,
2026-03-06 19:32:52.103234768,192.168.1.157,192.168.1.131,8009,OTHER,171,
2026-03-06 19:32:52.127874136,192.168.1.131,192.168.1.157,51176,OTHER,171,
2026-03-06 19:32:52.168138981,192.168.1.157,192.168.1.131,8009,OTHER,54,
2026-03-06 19:32:53.300432205,192.168.1.157,162.159.135.233,443,HTTPS,55,
2026-03-06 19:32:53.307879925,162.159.135.233,192.168.1.157,60045,HTTPS,66,
2026-03-06 19:32:57.129866600,192.168.1.157,192.168.1.131,8009,OTHER,171,
2026-03-06 19:32:57.139511824,192.168.1.131,192.168.1.157,51176,OTHER,171,
2026-03-06 19:32:57.180342674,192.168.1.157,192.168.1.131,8009,OTHER,54,
2026-03-06 19:32:57.335308552,192.168.1.157,140.82.114.25,443,HTTPS,55,
2026-03-06 19:32:57.484800339,140.82.114.25,192.168.1.157,57460,HTTPS,66,
2026-03-06 19:33:02.141070366,192.168.1.157,192.168.1.131,8009,OTHER,171,
2026-03-06 19:33:02.147696733,192.168.1.131,192.168.1.157,51176,OTHER,171,
2026-03-06 19:33:02.188042164,192.168.1.157,192.168.1.131,8009,OTHER,54,
2026-03-06 19:33:07.149513006,192.168.1.157,192.168.1.131,8009,OTHER,171,
2026-03-06 19:33:07.154619694,192.168.1.131,192.168.1.157,51176,OTHER,171,
2026-03-06 19:33:07.196674109,192.168.1.157,192.168.1.131,8009,OTHER,54,
2026-03-06 19:33:07.567361116,192.168.1.131,255.255.255.255,9999,OTHER,100,
2026-03-06 19:33:09.591255903,192.168.1.157,20.111.1.3,443,HTTPS,55,
2026-03-06 19:33:09.627987623,20.111.1.3,192.168.1.157,54600,HTTPS,66,
2026-03-06 19:33:12.155472040,192.168.1.157,192.168.1.131,8009,OTHER,171,
2026-03-06 19:33:12.161951542,192.168.1.131,192.168.1.157,51176,OTHER,171,
2026-03-06 19:33:12.202908993,192.168.1.157,192.168.1.131,8009,OTHER,54,
2026-03-06 19:33:12.219298363,140.82.114.25,192.168.1.157,57460,HTTPS,95,
2026-03-06 19:33:12.219515324,192.168.1.157,140.82.114.25,443,HTTPS,99,
2026-03-06 19:33:12.336112499,140.82.114.25,192.168.1.157,57460,HTTPS,60,
2026-03-06 19:33:12.346899509,192.168.1.157,13.89.178.26,443,HTTPS,55,
2026-03-06 19:33:12.459439278,13.89.178.26,192.168.1.157,54602,HTTPS,66,
2026-03-06 19:33:14.220034838,192.168.1.157,140.82.114.25,443,HTTPS,54,
2026-03-06 19:33:14.335172892,140.82.114.25,192.168.1.157,57460,HTTPS,78,
2026-03-06 19:33:14.335272789,192.168.1.157,140.82.114.25,443,HTTPS,54,
2026-03-06 19:33:14.335608721,140.82.114.25,192.168.1.157,57460,HTTPS,54,
2026-03-06 19:33:14.370638132,192.168.1.157,140.82.113.26,443,HTTPS,66,0.0
2026-03-06 19:33:14.476008177,140.82.113.26,192.168.1.157,58274,HTTPS,66,105.37004470825195
2026-03-06 19:33:14.476092815,192.168.1.157,140.82.113.26,443,HTTPS,54,
2026-03-06 19:33:14.476685524,192.168.1.157,140.82.113.26,443,HTTPS,1943,
2026-03-06 19:33:14.592556000,140.82.113.26,192.168.1.157,58274,HTTPS,54,
2026-03-06 19:33:14.596117496,140.82.113.26,192.168.1.157,58274,HTTPS,1490,
2026-03-06 19:33:14.596631050,140.82.113.26,192.168.1.157,58274,HTTPS,1490,
2026-03-06 19:33:14.596676588,192.168.1.157,140.82.113.26,443,HTTPS,54,
2026-03-06 19:33:14.602492809,140.82.113.26,192.168.1.157,58274,HTTPS,282,
2026-03-06 19:33:14.603395700,192.168.1.157,140.82.113.26,443,HTTPS,118,
2026-03-06 19:33:14.603791237,192.168.1.157,140.82.113.26,443,HTTPS,1229,
2026-03-06 19:33:14.703838348,140.82.113.26,192.168.1.157,58274,HTTPS,133,
2026-03-06 19:33:14.705792427,140.82.113.26,192.168.1.157,58274,HTTPS,133,
2026-03-06 19:33:14.705887318,192.168.1.157,140.82.113.26,443,HTTPS,54,
2026-03-06 19:33:14.724781752,140.82.113.26,192.168.1.157,58274,HTTPS,642,
2026-03-06 19:33:14.726437807,192.168.1.157,140.82.113.26,443,HTTPS,105,
2026-03-06 19:33:14.869997501,140.82.113.26,192.168.1.157,58274,HTTPS,60,
2026-03-06 19:33:16.727528095,192.168.1.157,140.82.113.26,443,HTTPS,54,
2026-03-06 19:33:16.785011292,192.168.1.157,140.82.121.3,443,HTTPS,66,0.0
2026-03-06 19:33:16.822622299,140.82.121.3,192.168.1.157,57252,HTTPS,66,37.61100769042969
2026-03-06 19:33:16.822860956,192.168.1.157,140.82.121.3,443,HTTPS,54,
2026-03-06 19:33:16.824265718,192.168.1.157,140.82.121.3,443,HTTPS,1885,
2026-03-06 19:33:16.844816446,140.82.113.26,192.168.1.157,58274,HTTPS,78,
2026-03-06 19:33:16.844816446,140.82.113.26,192.168.1.157,58274,HTTPS,54,
2026-03-06 19:33:16.844916105,192.168.1.157,140.82.113.26,443,HTTPS,54,
2026-03-06 19:33:16.871174097,140.82.121.3,192.168.1.157,57252,HTTPS,54,
2026-03-06 19:33:16.871174097,140.82.121.3,192.168.1.157,57252,HTTPS,2926,
2026-03-06 19:33:16.871174097,140.82.121.3,192.168.1.157,57252,HTTPS,277,
2026-03-06 19:33:16.871357203,192.168.1.157,140.82.121.3,443,HTTPS,54,
2026-03-06 19:33:16.876807451,192.168.1.157,140.82.121.3,443,HTTPS,118,
2026-03-06 19:33:16.877100945,192.168.1.157,140.82.121.3,443,HTTPS,146,
2026-03-06 19:33:16.877378702,192.168.1.157,140.82.121.3,443,HTTPS,1251,
2026-03-06 19:33:16.913952351,140.82.121.3,192.168.1.157,57252,HTTPS,212,
2026-03-06 19:33:16.913952351,140.82.121.3,192.168.1.157,57252,HTTPS,118,
2026-03-06 19:33:16.914039135,192.168.1.157,140.82.121.3,443,HTTPS,54,
2026-03-06 19:33:16.914383888,192.168.1.157,140.82.121.3,443,HTTPS,85,
2026-03-06 19:33:16.957712412,140.82.121.3,192.168.1.157,57252,HTTPS,54,
2026-03-06 19:33:17.049372673,140.82.121.3,192.168.1.157,57252,HTTPS,4362,
2026-03-06 19:33:17.049372673,140.82.121.3,192.168.1.157,57252,HTTPS,521,
2026-03-06 19:33:17.049488068,192.168.1.157,140.82.121.3,443,HTTPS,54,
2026-03-06 19:33:17.057591915,192.168.1.157,140.82.121.3,443,HTTPS,563,
2026-03-06 19:33:17.164739609,192.168.1.157,192.168.1.131,8009,OTHER,171,
2026-03-06 19:33:17.167683601,140.82.121.3,192.168.1.157,57252,HTTPS,54,
2026-03-06 19:33:17.182146072,192.168.1.131,192.168.1.157,51176,OTHER,171,
2026-03-06 19:33:17.224751472,192.168.1.157,192.168.1.131,8009,OTHER,54,
2026-03-06 19:33:17.231444836,140.82.121.3,192.168.1.157,57252,HTTPS,2926,
2026-03-06 19:33:17.231509447,192.168.1.157,140.82.121.3,443,HTTPS,54,
2026-03-06 19:33:17.235018492,140.82.121.3,192.168.1.157,57252,HTTPS,1490,
2026-03-06 19:33:17.235018492,140.82.121.3,192.168.1.157,57252,HTTPS,570,
2026-03-06 19:33:17.235074997,192.168.1.157,140.82.121.3,443,HTTPS,54,
2026-03-06 19:33:17.240882635,192.168.1.157,140.82.113.26,443,HTTPS,66,0.0
2026-03-06 19:33:17.341988564,140.82.113.26,192.168.1.157,59392,HTTPS,66,101.10592842102051
2026-03-06 19:33:17.342095137,192.168.1.157,140.82.113.26,443,HTTPS,54,
2026-03-06 19:33:17.342848778,192.168.1.157,140.82.113.26,443,HTTPS,1911,
2026-03-06 19:33:17.461304665,140.82.113.26,192.168.1.157,59392,HTTPS,54,
2026-03-06 19:33:17.461304665,140.82.113.26,192.168.1.157,59392,HTTPS,2926,
2026-03-06 19:33:17.461304665,140.82.113.26,192.168.1.157,59392,HTTPS,284,
2026-03-06 19:33:17.461545706,192.168.1.157,140.82.113.26,443,HTTPS,54,
2026-03-06 19:33:17.462878704,192.168.1.157,140.82.113.26,443,HTTPS,118,
2026-03-06 19:33:17.463377953,192.168.1.157,140.82.113.26,443,HTTPS,1229,
2026-03-06 19:33:17.564971209,140.82.113.26,192.168.1.157,59392,HTTPS,212,
2026-03-06 19:33:17.565091610,192.168.1.157,140.82.113.26,443,HTTPS,54,
2026-03-06 19:33:17.582112551,140.82.113.26,192.168.1.157,59392,HTTPS,616,
2026-03-06 19:33:17.585909367,192.168.1.157,140.82.113.26,443,HTTPS,429,
2026-03-06 19:33:17.616136789,192.168.1.157,52.57.176.248,443,HTTPS,55,
2026-03-06 19:33:17.659577608,52.57.176.248,192.168.1.157,50628,HTTPS,66,
2026-03-06 19:33:17.686685085,140.82.113.26,192.168.1.157,59392,HTTPS,127,
2026-03-06 19:33:17.727335930,192.168.1.157,140.82.113.26,443,HTTPS,54,
2026-03-06 19:33:20.747652769,52.57.176.248,192.168.1.157,50628,HTTPS,54,
2026-03-06 19:33:20.747824192,192.168.1.157,52.57.176.248,443,HTTPS,54,
2026-03-06 19:33:22.185359478,192.168.1.157,192.168.1.131,8009,OTHER,171,
2026-03-06 19:33:22.192639828,192.168.1.131,192.168.1.157,51176,OTHER,171,
2026-03-06 19:33:22.235229015,192.168.1.157,192.168.1.131,8009,OTHER,54,
2026-03-06 19:33:27.196897984,192.168.1.157,192.168.1.131,8009,OTHER,171,
2026-03-06 19:33:27.223409653,192.168.1.131,192.168.1.157,51176,OTHER,171,
2026-03-06 19:33:27.265027285,192.168.1.157,192.168.1.131,8009,OTHER,54,
2026-03-06 19:33:27.705349684,192.168.1.157,162.159.134.234,443,HTTPS,172,
2026-03-06 19:33:27.736451387,162.159.134.234,192.168.1.157,53721,HTTPS,60,
2026-03-06 19:33:27.829161406,162.159.134.234,192.168.1.157,53721,HTTPS,88,
2026-03-06 19:33:27.870137691,192.168.1.157,162.159.134.234,443,HTTPS,54,
2026-03-06 19:33:31.814840078,192.168.1.157,20.50.73.10,443,HTTPS,55,
2026-03-06 19:33:31.858427286,20.50.73.10,192.168.1.157,60810,HTTPS,66,
2026-03-06 19:33:32.226767063,192.168.1.157,192.168.1.131,8009,OTHER,171,
2026-03-06 19:33:32.233767509,192.168.1.131,192.168.1.157,51176,OTHER,171,
2026-03-06 19:33:32.275981188,192.168.1.157,192.168.1.131,8009,OTHER,54,
2026-03-06 19:33:32.555574656,192.168.1.131,255.255.255.255,9999,OTHER,100,
